loanId,memberId,yearsEmployment,homeOwnership,annualIncome,dtiRatio,lengthCreditHistory,numTotalCreditLines,numOpenCreditLines,numOpenCreditLines1Year,revolvingBalance,revolvingUtilizationRate,numDerogatoryRec,numDelinquency2Years,numChargeoff1year,numInquiries6Mon,isJointApplication,loanAmount,term,interestRate,monthlyPayment,grade,loanStatus
1137605,2409875,0.5,0,49792,21.48,8,19,13.0,9,11155,65.09,0,0,0,1,0.0,21192.0,48,24.58,698,5,0
1569716,2107812,3.0,2,56043,27.56,11,16,8.0,5,12808,81.44,0,0,0,1,1.0,32971.0,36,9.56,1057,10,0
1140930,2493743,12.0,1,50420,21.75,5,11,7.0,4,14592,89.78,0,0,0,17,0.0,22918.0,48,12.22,606,10,0
1549871,2845514,0.5,1,49755,24.82,14,13,13.0,8,14286,72.75,0,3,3,0,0.0,22337.0,36,16.4,790,2,0
1411373,2854046,0.5,0,52248,23.13,6,27,26.0,25,13112,86.08,0,0,0,4,0.0,22479.0,60,25.84,671,13,0
1082526,2772531,0.5,1,58603,19.13,36,26,20.0,12,10527,50.77,1,0,0,0,0.0,22329.0,48,20.48,685,15,0
1071736,2173939,8.0,1,53596,20.75,36,10,9.0,6,14820,48.69,0,1,1,0,0.0,22361.0,60,12.7,505,10,0
1318499,2048367,12.0,0,51927,19.33,32,12,8.0,7,14804,75.09,0,0,0,0,0.0,26610.0,60,8.77,549,6,0
1378454,2511325,0.5,0,52032,12.16,5,15,12.0,7,10192,64.72,0,0,0,2,0.0,25716.0,48,20.94,795,11,0
1751987,2606747,1.0,2,59553,22.68,21,12,7.0,6,11533,68.34,0,0,0,0,0.0,23370.0,36,11.94,776,11,0
1157108,2658894,12.0,2,50974,31.86,4,20,14.0,11,10764,80.49,0,0,0,0,0.0,23070.0,60,24.1,665,14,0
1864429,2571258,8.0,0,54976,20.03,4,16,16.0,11,13953,39.84,0,0,0,0,0.0,23098.0,36,12.84,776,5,0
1749949,2038019,3.0,2,50281,11.62,2,12,9.0,7,10137,71.82,0,4,2,1,0.0,22893.0,48,9.24,572,10,0
1639381,2251511,8.0,1,54073,8.96,19,12,7.0,6,12105,83.87,2,0,0,2,0.0,19272.0,60,9.87,408,10,0
1716441,2449432,12.0,0,45479,22.33,3,19,16.0,14,12388,77.17,0,0,0,4,0.0,29431.0,36,13.46,998,14,0
1200785,2646180,12.0,2,54651,24.02,3,12,8.0,4,15792,61.02,0,0,0,0,0.0,25560.0,48,10.07,649,13,0
1698260,2217753,3.0,1,56437,12.04,25,13,9.0,6,14188,66.62,0,0,0,2,0.0,19412.0,36,14.75,671,9,0
1121621,2635163,1.0,2,60236,22.87,2,16,14.0,8,13535,94.38,1,8,7,0,0.0,27620.0,48,8.69,683,6,0
1694941,2343173,8.0,1,52480,12.85,6,14,9.0,5,11520,86.9,1,10,7,0,0.0,22882.0,48,6.24,540,8,0
1148160,2574086,1.0,2,58372,15.78,20,16,8.0,7,10133,73.36,0,1,1,9,0.0,26019.0,36,21.05,981,12,0
1663611,2039520,12.0,1,48716,28.43,2,13,7.0,4,18419,97.9,0,0,0,0,0.0,10406.0,36,10.67,339,14,0
1796188,2079194,3.0,2,51446,11.34,5,18,18.0,16,14084,72.21,0,0,0,2,0.0,18881.0,36,21.79,719,6,0
1034060,2788241,0.5,1,54567,20.73,8,15,10.0,9,13252,60.69,0,0,0,0,0.0,17373.0,48,19.85,527,13,0
1764261,2462670,12.0,2,52711,20.97,7,15,14.0,13,16735,59.33,0,0,0,2,0.0,28215.0,36,5.94,858,14,0
1332045,2311088,0.5,0,52546,15.96,3,17,13.0,7,9975,45.86,0,0,0,0,0.0,27412.0,36,16.65,973,6,0
1622055,2763454,0.5,2,56330,23.38,3,6,4.0,3,13172,50.3,0,9,7,13,0.0,25669.0,36,6.43,786,1,0
1267941,2329528,12.0,0,56902,26.79,3,6,5.0,3,15503,86.64,0,6,4,0,0.0,21640.0,48,10.57,555,13,0
1627386,2003035,12.0,0,49339,18.15,8,11,10.0,9,12948,68.47,0,7,6,2,0.0,24624.0,48,18.0,723,15,0
1519119,2091172,0.5,0,52392,15.04,6,13,9.0,8,12958,72.55,1,0,0,0,0.0,19143.0,36,7.99,600,14,0
1701083,2859412,12.0,0,48900,22.61,33,13,12.0,7,10628,48.19,0,0,0,1,0.0,19502.0,60,21.61,534,8,0
1699845,2886864,0.5,1,50972,25.29,5,14,11.0,6,14201,53.75,14,0,0,1,0.0,35053.0,48,9.55,881,12,0
1373179,2199023,1.0,2,49053,12.51,10,15,14.0,8,10731,63.6,0,0,0,9,0.0,19803.0,48,15.7,558,14,0
1200955,2770308,12.0,0,51895,15.68,3,9,5.0,4,14725,51.38,1,1,1,1,0.0,26084.0,48,16.58,747,6,0
1444591,2287237,1.0,2,52130,17.84,35,18,16.0,10,14367,47.41,14,0,0,13,0.0,25838.0,36,15.55,903,4,0
1261349,2494303,3.0,2,44857,11.19,4,15,10.0,5,13232,51.59,0,0,0,1,0.0,25747.0,36,10.43,836,12,0
1108189,2819798,12.0,1,56824,27.02,9,18,13.0,9,11039,77.5,0,0,0,1,0.0,22365.0,36,5.39,674,10,0
1192212,2648135,8.0,0,49482,22.2,2,22,12.0,10,10258,55.01,0,17,14,0,0.0,15998.0,36,14.56,551,15,0
1793820,2405148,1.0,1,53931,21.67,6,8,6.0,5,14038,47.79,0,4,2,1,0.0,18368.0,48,10.68,472,10,0
1432386,2630536,12.0,1,53160,31.87,22,13,12.0,8,14067,80.67,0,0,0,0,0.0,22500.0,36,18.77,822,15,0
1304152,2521395,1.0,1,53780,14.66,2,22,12.0,9,11739,81.29,0,0,0,1,0.0,21015.0,48,9.99,533,7,0
1486037,2260338,1.0,1,48362,17.36,5,9,9.0,7,13635,61.5,0,0,0,1,0.0,28712.0,36,7.47,893,9,0
1040735,2418219,1.0,1,54960,20.72,7,13,13.0,13,16029,34.25,0,13,8,0,0.0,20018.0,60,26.26,602,9,0
1805431,2585918,12.0,1,49923,18.85,8,19,12.0,11,12352,72.59,0,0,0,0,0.0,12655.0,60,6.83,250,14,0
1159808,2669280,3.0,1,51253,11.04,11,17,16.0,9,9046,52.78,0,3,2,0,0.0,15409.0,36,20.02,573,11,0
1497726,2580237,0.5,1,49487,27.54,2,17,16.0,12,11585,71.41,0,0,0,0,0.0,13719.0,60,12.77,311,2,0
1647647,2345537,8.0,2,51665,27.1,13,15,8.0,7,12843,83.93,0,0,0,1,0.0,31850.0,60,9.13,663,13,0
1548951,2482633,12.0,2,51360,19.69,20,17,13.0,10,13271,69.41,0,1,1,19,1.0,20455.0,36,12.12,681,2,0
1061319,2892289,12.0,0,53313,12.45,12,15,8.0,5,14823,40.36,0,0,0,0,0.0,15116.0,36,7.37,469,7,0
1253300,2370021,0.5,1,50244,16.73,9,20,17.0,10,13324,66.35,0,0,0,0,0.0,21459.0,48,16.15,610,10,0
1162644,2614566,3.0,0,52865,21.57,8,14,14.0,10,14042,71.15,0,0,0,0,0.0,17985.0,36,9.07,573,10,0
1684141,2646439,12.0,0,49731,21.84,21,12,6.0,5,16749,94.42,0,0,0,1,0.0,19737.0,48,5.41,458,12,0
1332431,2730001,3.0,2,53368,22.47,2,18,16.0,9,11308,45.44,0,0,0,0,0.0,23382.0,60,17.7,590,14,0
1610325,2356034,0.5,2,50463,25.41,13,11,7.0,4,13707,80.46,0,0,0,1,0.0,14445.0,36,17.6,519,2,0
1057723,2417517,12.0,2,48173,23.69,8,21,19.0,10,10411,72.37,0,18,16,16,0.0,24934.0,48,10.08,633,14,0
1604041,2254059,12.0,0,45882,15.06,1,12,12.0,10,15885,61.41,0,0,0,1,0.0,15996.0,36,15.41,558,12,0
1716672,2381804,3.0,2,53822,13.36,6,15,10.0,7,12572,99.95,0,0,0,1,0.0,24377.0,36,8.14,765,8,0
1010635,2670100,1.0,2,51694,13.58,27,14,11.0,8,14263,83.78,0,0,0,0,0.0,27998.0,60,19.32,731,15,0
1197238,2312893,0.5,1,57397,24.11,27,13,12.0,12,13669,85.19,3,0,0,0,0.0,20793.0,36,11.63,687,10,0
1269097,2099033,0.5,1,51287,22.64,6,15,14.0,7,14731,61.71,0,4,3,1,0.0,13666.0,48,16.57,391,11,0
1867041,2822155,12.0,2,49546,19.9,5,22,22.0,11,10508,71.05,0,1,1,2,0.0,17689.0,36,17.14,632,3,0
1431771,2249641,12.0,0,56505,16.35,8,17,17.0,13,14873,70.84,0,0,0,0,0.0,21067.0,48,19.09,631,10,0
1880009,2895081,0.5,0,52118,18.56,4,14,10.0,7,13662,65.1,0,0,0,0,0.0,23139.0,60,14.09,539,10,0
1414808,2705489,8.0,0,52230,14.65,9,13,9.0,9,11080,68.19,0,1,1,0,0.0,29545.0,48,15.12,824,5,0
1293827,2610707,3.0,2,49694,18.85,3,17,11.0,9,12082,54.84,0,0,0,0,0.0,11176.0,48,13.0,300,13,0
1277211,2006983,0.5,1,46084,18.75,5,23,20.0,12,16886,70.55,1,0,0,1,0.0,29158.0,36,19.4,1075,15,0
1122742,2743445,1.0,1,50119,22.5,17,17,15.0,11,11372,67.93,0,6,5,0,0.0,19268.0,60,13.86,447,13,0
1496579,2023506,0.5,1,52810,22.79,9,17,11.0,8,13008,61.64,0,6,5,0,0.0,25345.0,48,6.16,597,9,0
1017568,2863924,8.0,1,52350,19.98,7,10,7.0,6,10728,57.28,14,19,12,11,0.0,28176.0,60,24.28,815,6,0
1475306,2264456,0.5,0,54892,13.14,4,16,15.0,12,13661,50.65,0,0,0,1,0.0,17676.0,48,19.11,530,8,0
1408227,2324559,12.0,1,58016,21.49,1,15,10.0,9,15526,63.97,0,0,0,0,0.0,21026.0,60,11.29,460,11,0
1344365,2750131,3.0,2,47850,21.37,1,21,18.0,13,14897,53.11,0,3,2,0,0.0,27439.0,60,5.06,519,12,0
1242107,2249576,3.0,1,51180,17.21,1,16,9.0,5,15147,74.82,0,0,0,1,0.0,21081.0,48,11.45,549,13,0
1846128,2349196,12.0,1,51532,20.56,2,13,9.0,5,13526,39.65,0,0,0,1,0.0,27514.0,48,23.04,882,13,0
1163086,2849354,0.5,0,54830,19.86,7,8,7.0,4,15154,84.16,0,0,0,0,0.0,20147.0,48,10.81,519,10,0
1402353,2612221,3.0,2,48465,22.92,2,10,5.0,4,14935,65.99,0,0,0,0,0.0,14091.0,36,10.17,456,9,0
1129074,2442277,8.0,0,52670,22.08,2,16,10.0,5,12556,63.73,0,0,0,0,0.0,22884.0,48,11.94,602,11,0
1705146,2660015,8.0,1,50262,26.44,38,15,9.0,8,15352,83.52,0,0,0,0,0.0,23252.0,60,13.25,532,12,0
1824090,2846523,0.5,0,53590,16.54,3,17,10.0,9,13308,52.4,0,3,2,0,1.0,21717.0,36,18.19,787,10,0
1575455,2343925,12.0,1,53539,13.61,7,21,21.0,12,12835,70.72,1,0,0,10,0.0,25649.0,60,9.08,533,14,0
1580553,2427923,3.0,2,50422,8.63,36,14,13.0,11,10540,56.8,1,1,1,0,0.0,19188.0,36,22.09,734,11,0
1018860,2574260,0.5,0,49274,23.81,2,14,14.0,8,12385,69.78,0,0,0,0,0.0,19703.0,36,10.82,643,13,0
1809947,2773094,12.0,2,45499,28.18,3,13,11.0,7,14430,68.6,0,7,6,3,0.0,28950.0,48,13.87,789,12,0
1680694,2250615,3.0,0,50378,29.48,9,12,10.0,8,12821,61.02,0,1,1,0,0.0,22566.0,60,8.87,467,1,0
1385642,2334577,1.0,1,45994,16.54,1,9,6.0,3,10322,74.63,0,0,0,0,0.0,23670.0,60,17.15,590,14,0
1366065,2379023,1.0,1,54620,17.15,5,14,10.0,9,12339,47.97,0,0,0,1,0.0,13737.0,36,16.59,487,6,0
1246849,2256948,1.0,0,54458,26.31,3,11,10.0,9,16470,78.28,1,2,1,2,0.0,21865.0,48,11.39,569,12,0
1265859,2645092,8.0,1,50373,21.65,3,17,9.0,8,13623,56.91,1,0,0,0,0.0,20817.0,48,8.95,518,2,0
1883932,2735319,12.0,0,52390,20.02,1,22,21.0,14,11138,46.73,0,0,0,1,0.0,23346.0,36,5.24,702,10,0
1022630,2139824,0.5,1,56300,26.34,6,20,14.0,9,11016,72.39,0,0,0,1,0.0,25390.0,36,13.39,860,13,0
1725552,2213794,8.0,1,53196,25.91,10,14,12.0,6,12552,55.23,0,0,0,2,0.0,20557.0,48,19.07,615,13,0
1763715,2257983,12.0,0,49297,12.28,2,11,6.0,3,15287,78.29,0,1,1,10,0.0,17258.0,48,16.34,492,15,0
1685994,2805059,1.0,1,47122,25.12,4,12,7.0,5,11997,75.65,0,0,0,0,0.0,23086.0,48,17.5,672,8,0
1514368,2288437,8.0,2,44925,22.14,7,9,6.0,6,12880,46.82,0,0,0,0,0.0,19123.0,60,17.19,477,8,0
1297516,2328053,0.5,1,53700,24.57,9,14,8.0,8,14234,63.72,0,0,0,0,0.0,19568.0,36,15.88,687,10,0
1756583,2219446,3.0,0,48941,15.08,13,15,12.0,9,15458,52.35,0,0,0,0,0.0,22849.0,36,9.07,727,15,0
1494437,2234122,8.0,2,56781,16.13,35,12,6.0,3,16681,68.06,0,5,3,2,0.0,23419.0,36,7.46,728,6,0
1837667,2252494,8.0,1,57609,23.29,6,17,16.0,12,19280,57.64,0,0,0,0,0.0,28663.0,48,18.16,844,12,0
1697237,2039372,0.5,1,52007,19.37,36,10,8.0,5,12376,65.18,0,0,0,1,0.0,25780.0,36,10.54,838,13,0
1648844,2165805,3.0,1,55994,20.44,13,20,15.0,8,10196,100.0,0,0,0,0,0.0,17806.0,60,12.2,471,14,0
1789984,2164355,3.0,1,53321,21.01,8,15,11.0,8,13694,66.85,0,9,6,0,0.0,27559.0,60,18.88,713,9,0
1029080,2225952,12.0,0,54678,25.22,35,13,7.0,5,13553,61.25,0,0,0,0,0.0,18317.0,60,16.05,446,4,0
1753818,2279392,0.5,0,51802,16.8,16,21,20.0,12,15371,75.9,0,0,0,2,0.0,22914.0,60,8.98,475,12,0
1296484,2247898,3.0,1,52558,29.69,5,16,15.0,12,14485,61.66,0,2,1,0,0.0,15994.0,60,17.13,399,11,0
1468481,2140437,0.5,0,50439,20.28,7,16,11.0,6,12916,100.0,0,0,0,18,0.0,24219.0,48,4.86,556,13,0
1713099,2779331,0.5,1,54159,22.81,20,17,13.0,12,12269,67.68,0,0,0,0,1.0,25974.0,48,15.37,728,14,0
1655876,2732997,12.0,1,51313,4.05,17,17,11.0,7,12693,73.11,1,0,0,8,0.0,19035.0,36,21.33,720,10,0
1658627,2802854,12.0,1,51585,20.22,8,13,11.0,9,9451,97.43,0,0,0,3,0.0,32040.0,48,15.18,895,8,0
1012552,2218136,3.0,2,49870,27.8,4,13,7.0,4,12962,61.6,0,0,0,0,0.0,27635.0,60,17.93,701,15,0
1729777,2362657,12.0,1,55990,27.39,10,11,8.0,5,9834,66.96,0,1,1,0,0.0,22402.0,60,16.08,546,2,0
1855214,2103942,8.0,1,54829,23.83,30,14,11.0,6,15926,72.33,1,1,1,0,0.0,19720.0,36,18.94,722,11,0
1361153,2588492,0.5,0,54829,22.29,11,19,13.0,12,14171,71.56,0,0,0,0,1.0,23005.0,36,14.89,796,12,0
1670115,2513118,12.0,1,56505,19.72,35,16,12.0,11,14236,81.05,0,0,0,6,0.0,22328.0,48,12.07,589,14,0
1480435,2551793,0.5,1,56345,23.98,4,17,14.0,13,16814,50.43,0,0,0,3,0.0,24429.0,36,15.71,855,5,0
1102792,2441261,1.0,2,53415,10.99,23,13,8.0,5,15473,52.55,9,0,0,0,0.0,23726.0,60,8.78,490,2,0
1865988,2319695,8.0,1,51583,17.83,3,18,13.0,12,16132,71.9,0,1,1,3,0.0,18557.0,60,13.4,426,12,0
1030817,2866568,12.0,0,55168,19.89,2,24,13.0,8,15067,69.99,0,5,4,0,0.0,13347.0,60,16.37,327,3,0
1802493,2675647,1.0,1,51653,24.13,35,12,10.0,10,17074,64.71,9,12,6,4,0.0,29935.0,48,20.51,919,14,0
1316188,2416134,12.0,0,53178,22.03,8,17,17.0,9,11083,56.51,0,0,0,7,0.0,29441.0,60,17.92,746,15,0
1447001,2885778,1.0,1,53973,21.07,2,13,10.0,10,12679,53.97,0,0,0,1,0.0,27204.0,36,23.31,1057,1,0
1293632,2842486,1.0,0,51232,20.35,20,11,9.0,8,13418,82.32,0,0,0,0,0.0,28579.0,36,18.05,1034,13,0
1558262,2281394,0.5,0,50308,13.98,6,19,16.0,13,13891,69.72,0,0,0,1,0.0,17007.0,48,5.15,393,1,0
1047738,2626991,0.5,1,53045,16.84,3,14,11.0,6,14332,87.68,0,0,0,4,0.0,18398.0,60,15.75,445,13,0
1248235,2096375,1.0,1,56353,23.51,21,19,11.0,9,14845,84.81,0,0,0,2,0.0,21331.0,48,7.39,515,12,0
